,address_no,description,satuan,Unit
1157,KALTIM1.SIGNAL.TC.10HBK41CT106,Unit #1 - Side-B air preheater outlet flue gas temperautre 2,°C,Unit 1
1158,KALTIM1.SIGNAL.TC.COLD14A,Unit #1 - #14A STATION COLD COMPENSATION,°C,Unit 1
1159,KALTIM1.SIGNAL.TC.10HDA30CT101,Unit #1 - Furnace to C slag cooler slag temperature,°C,Unit 1
1160,KALTIM1.SIGNAL.TC.COLD15A,Unit #1 - #15A STATION COLD COMPENSATION,°C,Unit 1
1161,KALTIM1.SIGNAL.TC.10LBQ10CT101,Unit #1 - UP WALL TEMP OF 1ST EXTR STM PIP,°C,Unit 1
1162,KALTIM1.SIGNAL.TC.10LBQ10CT103,Unit #1 - TEMP OF 1ST EXTR STM PIP,°C,Unit 1
1163,KALTIM1.SIGNAL.TC.10LBQ20CT101,Unit #1 - UP WALL TEMP OF 2ND EXTR STM PIP,°C,Unit 1
1164,KALTIM1.SIGNAL.TC.10LBS30CT101,Unit #1 - UP WALL TEMP OF 3RD EXTR STM PIP,°C,Unit 1
1165,KALTIM1.SIGNAL.TC.10LBS30CT103,Unit #1 - TEMP OF 3RD EXTR STM PIP,°C,Unit 1
1166,KALTIM1.SIGNAL.TC.COLD16A,Unit #1 - #16A STATION COLD COMPENSATION,°C,Unit 1
1167,KALTIM1.SIGNAL.TC.10MAN10CT101,Unit #1 - STM TEMP AFR HP BYP VLV,°C,Unit 1
1168,KALTIM1.SIGNAL.TC.10LBQ10CT102,Unit #1 - BTM WALL TEMP OF 1 EXTR STM PIP,°C,Unit 1
1169,KALTIM1.SIGNAL.TC.10LBQ20CT102,Unit #1 - BTM WALL TEMP OF 2 EXTR STM PIP,°C,Unit 1
1170,KALTIM1.SIGNAL.TC.10LBQ20CT103,Unit #1 - TEMP OF 2ND EXTR STM PIP,°C,Unit 1
1171,KALTIM1.SIGNAL.TC.10LBS30CT102,Unit #1 - BTM WALL TEMP OF 3 EXTR STM PIP,°C,Unit 1
1172,KALTIM1.SIGNAL.TC.10LBS40CT101,Unit #1 - UP WALL TEMP OF 4TH EXTR STM PIP,°C,Unit 1
1173,KALTIM1.SIGNAL.TC.10LBS40CT103,Unit #1 - TEMP OF 4TH EXTR STM PIP,°C,Unit 1
1174,KALTIM1.SIGNAL.TC.10LBS50CT102,Unit #1 - BTM WALL TEMP OF 5TH EXTR STM PIP,°C,Unit 1
1175,KALTIM1.SIGNAL.TC.10LBS60CT101,Unit #1 - UP WALL TEMP OF 6TH EXTR STM PIP,°C,Unit 1
1176,KALTIM1.SIGNAL.TC.10LBS60CT103,Unit #1 - TEMP OF 6TH EXTR STM PIP,°C,Unit 1
1177,KALTIM1.SIGNAL.TC.10LBS70CT102,Unit #1 - B SIDE BTM WALL TEMP OF 7TH EXTR STM PIP,°C,Unit 1
1178,KALTIM1.SIGNAL.TC.10LBS40CT102,Unit #1 - BTM WALL TEMP OF 4TH EXTR STM PIP,°C,Unit 1
1179,KALTIM1.SIGNAL.TC.10LBS50CT101,Unit #1 - UP WALL TEMP OF 5TH EXTR STM PIP,°C,Unit 1
1180,KALTIM1.SIGNAL.TC.10LBS50CT103,Unit #1 - TEMP OF 5TH EXTR STM PIP,°C,Unit 1
1181,KALTIM1.SIGNAL.TC.10LBS60CT102,Unit #1 - BTM WALL TEMP OF 6TH EXTR STM PIP,°C,Unit 1
1182,KALTIM1.SIGNAL.TC.10LBS70CT101,Unit #1 - B SIDE UP WALL TEMP OF 7TH EXTR STM PIP,°C,Unit 1
1183,KALTIM1.SIGNAL.TC.10LBS70CT103,Unit #1 - B SIDE TEMP OF 7TH EXTR STM PIP,°C,Unit 1
1184,KALTIM1.SIGNAL.TC.10LBS70CT104,Unit #1 - A SIDE UP WALL TEMP OF 7TH EXTR STM PIP,°C,Unit 1
1185,KALTIM1.SIGNAL.TC.10LBS70CT106,Unit #1 - A SIDE TEMP OF 7TH EXTR STM PIP,°C,Unit 1
1186,KALTIM1.SIGNAL.TC.10LBG26CT101,Unit #1 - TEMP OF THE STM FROM AUX STM TO DEAE,°C,Unit 1
1187,KALTIM1.SIGNAL.TC.10LBG22CT101,Unit #1 - TEMP OF THE STM FROM NO.3 EXTR STM TO AUX STM,°C,Unit 1
1188,KALTIM1.SIGNAL.TC.10LBG25CT101,Unit #1 - TEMP OF THE STM FROM AUX STM TO OIL GUN ATOMIZATION,°C,Unit 1
1189,KALTIM1.SIGNAL.TC.10LBG20CT101,Unit #1 - TEMP OF THE STM OF AUX STM MAIN PIP,°C,Unit 1
1190,KALTIM1.SIGNAL.TC.10LBS70CT105,Unit #1 - A SIDE BTM WALL TEMP OF 7TH EXTR STM PIP,°C,Unit 1
1191,KALTIM1.SIGNAL.TC.10LBG23CT101,Unit #1 - TEMP OF THE STM FROM AUX STM TO GLD STM SYSTEM,°C,Unit 1
1192,KALTIM1.SIGNAL.TC.10LBG24CT101,Unit #1 - TEMP OF THE STM FROM AUX STM TO BOILER BTM HEATING,°C,Unit 1
1193,KALTIM1.SIGNAL.TC.10LBG21CT101,Unit #1 - TEMP OF THE STM FROM AUX STM TO ECONOMIZER START-UP BLOW,°C,Unit 1
1194,KALTIM1.SIGNAL.TC.COLD17A,Unit #1 - #17A STATION COLD COMPENSATION,°C,Unit 1
1195,KALTIM1.SIGNAL.TC.10MAW31CT101,Unit #1 - TEMP OF SHAFT SEALING STM MAIN PIP,°C,Unit 1
1196,KALTIM1.SIGNAL.TC.10MAW10CT101,Unit #1 - STM TEMP OF GLD STM COND INLET,°C,Unit 1
1197,KALTIM1.SIGNAL.TC.10MAW20CT101,Unit #1 - TEMP OF THE GATE ROD LEAKAGE STM AND HP CYLINDER SHAFT SEALING S,°C,Unit 1
1198,KALTIM1.SIGNAL.TC.10LCN10CT101,Unit #1 - A DRAINS HEADER TEMP,°C,Unit 1
1199,KALTIM1.SIGNAL.TC.10LCN10CT102,Unit #1 - B DRAINS HEADER TEMP,°C,Unit 1
1200,KALTIM1.SIGNAL.TC.10LCN20CT101,Unit #1 - C DRAINS HEADER TEMP,°C,Unit 1
1201,KALTIM1.SIGNAL.TC.10LCN20CT102,Unit #1 - D DRAINS HEADER TEMP,°C,Unit 1
1202,KALTIM1.SIGNAL.TC.COLD18A,Unit #1 - #18A STATION COLD COMPENSATION,°C,Unit 1
1203,KALTIM1.SIGNAL.TC.10MAW33CT101,Unit #1 - STM TEMP OF STM MIXER,°C,Unit 1
1204,KALTIM1.SIGNAL.TC.10MAA01CT101,Unit #1 - TEMP OF STM AFR MAIN STM VLV,°C,Unit 1
1205,KALTIM1.SIGNAL.TC.10MAA01CT102,Unit #1 - EXTERNAL WALL TEMP BFR MAIN STM VLV,°C,Unit 1
1206,KALTIM1.SIGNAL.TC.10MAA01CT103,Unit #1 - EXTERNAL WALL TEMP OF STM CHEST COVER FLANGE OF MAIN STM VLV,°C,Unit 1
1207,KALTIM1.SIGNAL.TC.10MAA01CT104,Unit #1 - MAIN STM VLV BOLT TEMP,°C,Unit 1
1208,KALTIM1.SIGNAL.TC.COLD19A,Unit #1 - #19A STATION COLD COMPENSATION,°C,Unit 1
1209,KALTIM1.SIGNAL.TC.10MAA01CT105,Unit #1 - EXTERNAL WALL TEMP 1 OF MAIN STM PIP,°C,Unit 1
1210,KALTIM1.SIGNAL.TC.10MAA01CT107,Unit #1 - EXTERNAL WALL TEMP 3 OF MAIN STM PIP,°C,Unit 1
1211,KALTIM1.SIGNAL.TC.10MAA01CT109,Unit #1 - EXTERNAL WALL TEMP OF TOP HALF OF HP CYLINDER REAR,°C,Unit 1
1212,KALTIM1.SIGNAL.TC.10MAA01CT111,Unit #1 - EXTERNAL WALL TEMP OF TOP HALF OF STM CYLINDER,°C,Unit 1
1213,KALTIM1.SIGNAL.TC.10MAA01CT113,Unit #1 - EXTERNAL WALL TEMP OF BTM HALF OF STM CYLINDER,°C,Unit 1
1214,KALTIM1.SIGNAL.TC.10MAA01CT115,Unit #1 - EXTERNAL BOLT WALL TEMP OF TOP HALF OF CYLINDER LEFT SIDE,°C,Unit 1
1215,KALTIM1.SIGNAL.TC.10MAA01CT117,Unit #1 - EXTERNAL BOLT WALL TEMP OF TOP HALF OF CYLINDER RIGHT SIDE,°C,Unit 1
1216,KALTIM1.SIGNAL.TC.10MAA01CT106,Unit #1 - EXTERNAL WALL TEMP 2 OF MAIN STM PIP,°C,Unit 1
1217,KALTIM1.SIGNAL.TC.10MAA01CT108,Unit #1 - EXTERNAL WALL TEMP 4 OF MAIN STM PIP,°C,Unit 1
1218,KALTIM1.SIGNAL.TC.10MAA01CT110,Unit #1 - TEMP OF STM BFR GOVERNING STAGE,°C,Unit 1
1219,KALTIM1.SIGNAL.TC.10MAA01CT116,Unit #1 - INTERNAL BOLT WALL TEMP OF TOP HALF OF CYLINDER LEFT SIDE,°C,Unit 1
1220,KALTIM1.SIGNAL.TC.10MAA01CT118,Unit #1 - INTERNAL BOLT WALL TEMP OF TOP HALF OF CYLINDER RIGHT SIDE,°C,Unit 1
1221,KALTIM1.SIGNAL.TC.10MAA01CT119,Unit #1 - EXTERNAL BOLT WALL TEMP OF BTM HALF OF CYLINDER LEFT SIDE,°C,Unit 1
1222,KALTIM1.SIGNAL.TC.10MAA01CT121,Unit #1 - EXTERNAL BOLT WALL TEMP OF BTM HALF OF CYLINDER RIGHT SIDE,°C,Unit 1
1223,KALTIM1.SIGNAL.TC.10MAA01CT123,Unit #1 - TEMP OF STM AFR NO.5 STAGE,°C,Unit 1
1224,KALTIM1.SIGNAL.TC.10MAA01CT125,Unit #1 - TEMP OF STM AFR NO.11 STAGE,°C,Unit 1
1225,KALTIM1.SIGNAL.TC.10MAA01CT127,Unit #1 - TEMP OF STM AFR NO.16 STAGE,°C,Unit 1
1226,KALTIM1.SIGNAL.TC.10MAA01CT129,Unit #1 - TEMP OF CYLINDER RIGHT SIDE BOLT AFR GOVERNING STAGE,°C,Unit 1
1227,KALTIM1.SIGNAL.TC.10MAC01CT102,Unit #1 - TEMP OF STM AFR NO.19 STAGE,°C,Unit 1
1228,KALTIM1.SIGNAL.TC.10MAA01CT120,Unit #1 - INTERNAL BOLT WALL TEMP OF BTM HALF OF CYLINDER LEFT SIDE,°C,Unit 1
1229,KALTIM1.SIGNAL.TC.10MAA01CT122,Unit #1 - INTERNAL BOLT WALL TEMP OF BTM HALF OF CYLINDER RIGHT SIDE,°C,Unit 1
1230,KALTIM1.SIGNAL.TC.10MAA01CT124,Unit #1 - TEMP OF STM AFR NO.8 STAGE,°C,Unit 1
1231,KALTIM1.SIGNAL.TC.10MAA01CT126,Unit #1 - TEMP OF STM AFR NO.14 STAGE,°C,Unit 1
1232,KALTIM1.SIGNAL.TC.10MAA01CT128,Unit #1 - TEMP OF CYLINDER LEFT SIDE BOLT AFR GOVERNING STAGE,°C,Unit 1
1233,KALTIM1.SIGNAL.TC.10MAC01CT101,Unit #1 - TEMP OF STM AFR NO.17 STAGE,°C,Unit 1
1234,KALTIM1.SIGNAL.TC.T1AIGGSTMP,Unit #1 - UC WALL TEMP,°C,Unit 1
1235,KALTIM1.SIGNAL.TC.T1AIGGXTMP,Unit #1 - LC WALL TEMP,°C,Unit 1
1236,KALTIM1.SIGNAL.TC.10LBA10CT103,Unit #1 - MAIN STEAM TEMP,°C,Unit 1
1237,KALTIM1.SIGNAL.TC.PN22_AAJ,Unit #1 - ,°C,Unit 1
1238,KALTIM1.SIGNAL.TC.PN22_AAK,Unit #1 - ,°C,Unit 1
1239,KALTIM1.SIGNAL.TC.PN22_AAL,Unit #1 - ,°C,Unit 1
1240,KALTIM1.SIGNAL.TC.PN22_AAM,Unit #1 - ,°C,Unit 1
1241,KALTIM1.SIGNAL.TC.JGWD22,Unit #1 - COLD COMPENSATION,°C,Unit 1
1242,KALTIM2.SIGNAL.AI.20HJS01CP101,Unit #2 - Purging steam pressure,MPa,Unit 2
1243,KALTIM2.SIGNAL.AI.20ERB10CP101,Unit #2 - Fuel oil inlet pressure,MPa,Unit 2
1244,KALTIM2.SIGNAL.AI.20ERB10CF101,Unit #2 - Fuel oil inlet main pipe flow,t/h,Unit 2
1245,KALTIM2.SIGNAL.AI.20ERB10CP102,Unit #2 - Fuel oil main pipe pressure,MPa,Unit 2
1246,KALTIM2.SIGNAL.AI.20ERB20CF101,Unit #2 - Return fuel oil main pipe flow,t/h,Unit 2
1247,KALTIM2.SIGNAL.AI.20ERB20CP101,Unit #2 - Return fuel oil main pipe pressure,MPa,Unit 2
1248,KALTIM2.SIGNAL.AI.20HEW10CP101,Unit #2 - Coal feeder main seal air pipe pressure,KPa,Unit 2
1249,KALTIM2.SIGNAL.AI.20HJA21CB101,Unit #2 - A lower igniting burner #1 flame detector flame intensity,%,Unit 2
1250,KALTIM2.SIGNAL.AI.20HJA21CB102,Unit #2 - A lower igniting burner #2 flame detector flame intensity,%,Unit 2
1251,KALTIM2.SIGNAL.AI.20HJA21CB103,Unit #2 - A lower igniting burner #3 flame detector flame intensity,%,Unit 2
1252,KALTIM2.SIGNAL.AI.20HJA22CB101,Unit #2 - B lower igniting burner #1 flame detector flame intensity,%,Unit 2
1253,KALTIM2.SIGNAL.AI.20HJA22CB102,Unit #2 - B lower igniting burner #2 flame detector flame intensity,%,Unit 2
1254,KALTIM2.SIGNAL.AI.20HJA22CB103,Unit #2 - B lower igniting burner #3 flame detector flame intensity,%,Unit 2
1255,KALTIM2.SIGNAL.AI.20HFB10AF001XQ01,Unit #2 - A coal feeder speed feedback,%,Unit 2
1256,KALTIM2.SIGNAL.AI.20HFB10AF001XQ02,Unit #2 - A coal feeder flow feedback,t/h,Unit 2
1257,KALTIM2.SIGNAL.AI.20HEW11CF101DP,Unit #2 - A coal feeder seal air flow,Pa,Unit 2
1258,KALTIM2.SIGNAL.AI.20HFE11CF101DP,Unit #2 - A inlet coal spreading air flow (lower),Pa,Unit 2
1259,KALTIM2.SIGNAL.AI.20HFE12CF101DP,Unit #2 - A inlet coal spreading air flow (upper),Pa,Unit 2
1260,KALTIM2.SIGNAL.AI.20HEW14CF101DP,Unit #2 - D coal feeder seal air flow,Pa,Unit 2
1261,KALTIM2.SIGNAL.AI.20HFE41CF101DP,Unit #2 - D inlet coal spreading air flow (lower),Pa,Unit 2
1262,KALTIM2.SIGNAL.AI.20HFE42CF101DP,Unit #2 - D inlet coal spreading air flow (upper),Pa,Unit 2
1263,KALTIM2.SIGNAL.AI.20HJF20CP101,Unit #2 - Lower bed oil gun inlet oil filter differential pressure,KPa,Unit 2
1264,KALTIM2.SIGNAL.AI.20HJF20AA101XQ12,Unit #2 - Lower bed return igniting oil control valve position feedback,%,Unit 2
1265,KALTIM2.SIGNAL.AI.20HJS20AA101XQ12,Unit #2 - Lower bed purging steam inlet control valve position feedback,%,Unit 2
1266,KALTIM2.SIGNAL.AI.20HJS20CP101,Unit #2 - Lower bed purging steam inlet pressure,MPa,Unit 2
1267,KALTIM2.SIGNAL.AI.20HJL20CP101,Unit #2 - Left lower bed oil gun flame detecting cooling air main pipe pre,MPa,Unit 2
1268,KALTIM2.SIGNAL.AI.20HJL20CP102,Unit #2 - Right lower bed oil gun flame detecting cooling air main pipe pr,MPa,Unit 2
1269,KALTIM2.SIGNAL.AI.20HFB40AF001XQ02,Unit #2 - D coal feeder flow feedback,t/h,Unit 2
1270,KALTIM2.SIGNAL.AI.20HJF20CP102,Unit #2 - Lower bed igniting oil main pipe pressure,MPa,Unit 2
1271,KALTIM2.SIGNAL.AI.20HJA23CB101,Unit #2 - C lower igniting burner #1 flame detector flame intensity,%,Unit 2
1272,KALTIM2.SIGNAL.AI.20HJA23CB102,Unit #2 - C lower igniting burner #2 flame detector flame intensity,%,Unit 2
1273,KALTIM2.SIGNAL.AI.20HJA23CB103,Unit #2 - C lower igniting burner #3 flame detector flame intensity,%,Unit 2
1274,KALTIM2.SIGNAL.AI.20HJA24CB101,Unit #2 - D lower igniting burner #1 flame detector flame intensity,%,Unit 2
1275,KALTIM2.SIGNAL.AI.20HJA24CB103,Unit #2 - D lower igniting burner #3 flame detector flame intensity,%,Unit 2
1276,KALTIM2.SIGNAL.AI.20HJA24CB102,Unit #2 - D lower igniting burner #2 flame detector flame intensity,%,Unit 2
1277,KALTIM2.SIGNAL.AI.20HFB40AF001XQ01,Unit #2 - D coal feeder speed feedback,%,Unit 2
1278,KALTIM2.SIGNAL.AI.20HFB20AF001XQ01,Unit #2 - B coal feeder speed feedback,%,Unit 2
1279,KALTIM2.SIGNAL.AI.20HFB20AF001XQ02,Unit #2 - B coal feeder flow feedback,t/h,Unit 2
1280,KALTIM2.SIGNAL.AI.20HEW12CF101DP,Unit #2 - B coal feeder seal air flow,Pa,Unit 2
1281,KALTIM2.SIGNAL.AI.20HFE21CF101DP,Unit #2 - B inlet coal spreading air flow (lower),Pa,Unit 2
1282,KALTIM2.SIGNAL.AI.20HFE22CF101DP,Unit #2 - B inlet coal spreading air flow (upper),Pa,Unit 2
1283,KALTIM2.SIGNAL.AI.20LAE20CP101,Unit #2 - Desuperheater water filter outlet pressure,MPa,Unit 2
1284,KALTIM2.SIGNAL.AI.20LAE21AA101XQ12,Unit #2 - Side-A primary desuperheater water control valve position feedba,%,Unit 2
1285,KALTIM2.SIGNAL.AI.20LAE21CF101DP,Unit #2 - Side-A primary desuperheater water flow,Pa,Unit 2
1286,KALTIM2.SIGNAL.AI.20HJF10CP101,Unit #2 - Upper bed oil gun inlet oil filter differential pressure,KPa,Unit 2
1287,KALTIM2.SIGNAL.AI.20HJF10AA101XQ12,Unit #2 - Upper bed return igniting oil control valve position feedback,%,Unit 2
1288,KALTIM2.SIGNAL.AI.20HJS10AA101XQ12,Unit #2 - Upper bed purging steam inlet control valve position feedback,%,Unit 2
1289,KALTIM2.SIGNAL.AI.20HJS10CP101,Unit #2 - Upper bed purging steam inlet pressure,MPa,Unit 2
1290,KALTIM2.SIGNAL.AI.20HJL10CP101,Unit #2 - Upper bed oil gun flame detecting cooling air main pipe pressure,MPa,Unit 2
1291,KALTIM2.SIGNAL.AI.20LBA01CP101,Unit #2 - Side-A HT superheater outlet pipe steam pressure,MPa,Unit 2
1292,KALTIM2.SIGNAL.AI.20HJF10CP102,Unit #2 - Upper bed igniting oil main pipe pressure,MPa,Unit 2
1293,KALTIM2.SIGNAL.AI.20HJA11CB101,Unit #2 - A upper igniting burner #1 flame detector flame intensity,%,Unit 2
1294,KALTIM2.SIGNAL.AI.20HJA11CB102,Unit #2 - A upper igniting burner #2 flame detector flame intensity,%,Unit 2
1295,KALTIM2.SIGNAL.AI.20HJA11CB103,Unit #2 - A upper igniting burner #3 flame detector flame intensity,%,Unit 2
1296,KALTIM2.SIGNAL.AI.20HJA12CB101,Unit #2 - B upper igniting burner #1 flame detector flame intensity,%,Unit 2
1297,KALTIM2.SIGNAL.AI.20HJA12CB102,Unit #2 - B upper igniting burner #2 flame detector flame intensity,%,Unit 2
1298,KALTIM2.SIGNAL.AI.20HJA12CB103,Unit #2 - B upper igniting burner #3 flame detector flame intensity,%,Unit 2
1299,KALTIM2.SIGNAL.AI.20HJA13CB101,Unit #2 - C upper igniting burner #1 flame detector flame intensity,%,Unit 2
1300,KALTIM2.SIGNAL.AI.20HJA13CB102,Unit #2 - C upper igniting burner #2 flame detector flame intensity,%,Unit 2
1301,KALTIM2.SIGNAL.AI.20HJA13CB103,Unit #2 - C upper igniting burner #3 flame detector flame intensity,%,Unit 2
1302,KALTIM2.SIGNAL.AI.20HJA14CB101,Unit #2 - D upper igniting burner #1 flame detector flame intensity,%,Unit 2
1303,KALTIM2.SIGNAL.AI.20HJA14CB102,Unit #2 - D upper igniting burner #2 flame detector flame intensity,%,Unit 2
1304,KALTIM2.SIGNAL.AI.20HJA14CB103,Unit #2 - D upper igniting burner #3 flame detector flame intensity,%,Unit 2
1305,KALTIM2.SIGNAL.AI.20HFB50AF001XQ01,Unit #2 - E coal feeder speed feedback,%,Unit 2
1306,KALTIM2.SIGNAL.AI.20HFB50AF001XQ02,Unit #2 - E coal feeder flow feedback,t/h,Unit 2
1307,KALTIM2.SIGNAL.AI.20HEW15CF101DP,Unit #2 - E coal feeder seal air flow,Pa,Unit 2
1308,KALTIM2.SIGNAL.AI.20HFE51CF101DP,Unit #2 - E inlet coal spreading air flow (lower),Pa,Unit 2
1309,KALTIM2.SIGNAL.AI.20HFE52CF101DP,Unit #2 - E inlet coal spreading air flow (upper),Pa,Unit 2
1310,KALTIM2.SIGNAL.AI.20LAE23AA101XQ12,Unit #2 - Side-A secondary desuperheater water control valve position feed,%,Unit 2
1311,KALTIM2.SIGNAL.AI.20LAE23CF101DP,Unit #2 - Side-A secondary desuperheater water flow,Pa,Unit 2
1312,KALTIM2.SIGNAL.AI.20HFB60AF001XQ01,Unit #2 - F coal feeder speed feedback,%,Unit 2
1313,KALTIM2.SIGNAL.AI.20HFB60AF001XQ02,Unit #2 - F coal feeder flow feedback,t/h,Unit 2
1314,KALTIM2.SIGNAL.AI.20HEW16CF101DP,Unit #2 - F coal feeder seal air flow,Pa,Unit 2
1315,KALTIM2.SIGNAL.AI.20HFE61CF101DP,Unit #2 - F inlet coal spreading air flow (lower),Pa,Unit 2
1316,KALTIM2.SIGNAL.AI.20HFE62CF101DP,Unit #2 - F inlet coal spreading air flow (upper),Pa,Unit 2
1317,KALTIM2.SIGNAL.AI.20LAB50CP102,Unit #2 - Economizer inlet water pressure,MPa,Unit 2
1318,KALTIM2.SIGNAL.AI.20HBK11CP101,Unit #2 - Side-A furnace upper pressure,Pa,Unit 2
1319,KALTIM2.SIGNAL.AI.20HBK11CP102,Unit #2 - Side-A furnace differencial pressure,Pa,Unit 2
1320,KALTIM2.SIGNAL.AI.20HBK11CP103,Unit #2 - Side-A furnace middle pressure,KPa,Unit 2
1321,KALTIM2.SIGNAL.AI.20HBK11CP105,Unit #2 - Side-A furnace bed pressure 1,KPa,Unit 2
1322,KALTIM2.SIGNAL.AI.20HBK11CP106,Unit #2 - Side-A furnace bed pressure 2,KPa,Unit 2
1323,KALTIM2.SIGNAL.AI.20HBK11CP107,Unit #2 - Side-A furnace bed pressure 3,KPa,Unit 2
1324,KALTIM2.SIGNAL.AI.20HBK11CP108,Unit #2 - Side-A furnace air chamber inlet duct pressure,KPa,Unit 2
1325,KALTIM2.SIGNAL.AI.20HFB30AF001XQ01,Unit #2 - C coal feeder speed feedback,%,Unit 2
1326,KALTIM2.SIGNAL.AI.20HFB30AF001XQ02,Unit #2 - C coal feeder flow feedback,t/h,Unit 2
1327,KALTIM2.SIGNAL.AI.20HEW13CF101DP,Unit #2 - C coal feeder seal air flow,Pa,Unit 2
1328,KALTIM2.SIGNAL.AI.20HFE31CF101DP,Unit #2 - C inlet coal spreading air flow (lower),Pa,Unit 2
1329,KALTIM2.SIGNAL.AI.20HFE32CF101DP,Unit #2 - C inlet coal spreading air flow (upper),Pa,Unit 2
1330,KALTIM2.SIGNAL.AI.20LAB50CF101DP,Unit #2 - Main boiler feed water flow 1,KPa,Unit 2
1331,KALTIM2.SIGNAL.AI.20LAB50CF102DP,Unit #2 - Main boiler feed water flow 2,KPa,Unit 2
1332,KALTIM2.SIGNAL.AI.20HAD01CP101,Unit #2 - Drum pressure 1,MPa,Unit 2
1333,KALTIM2.SIGNAL.AI.20HAD01CP102,Unit #2 - Drum pressure 2,MPa,Unit 2
1334,KALTIM2.SIGNAL.AI.20HAD01CP103,Unit #2 - Drum pressure 3,MPa,Unit 2
1335,KALTIM2.SIGNAL.AI.20HAD01CL101,Unit #2 - Drum water level 1,Pa,Unit 2
1336,KALTIM2.SIGNAL.AI.20HAD01CL102,Unit #2 - Drum water level 2,Pa,Unit 2
1337,KALTIM2.SIGNAL.AI.20HAD01CL103,Unit #2 - Drum water level 3,Pa,Unit 2
1338,KALTIM2.SIGNAL.AI.20LAB61AA101XQ12,Unit #2 - Main feed water control valve position feedback,%,Unit 2
1339,KALTIM2.SIGNAL.AI.20HBK21CP101,Unit #2 - Side-B furnace upper pressure,Pa,Unit 2
1340,KALTIM2.SIGNAL.AI.20HBK21CP102,Unit #2 - Side-B furnace differencial pressure,Pa,Unit 2
1341,KALTIM2.SIGNAL.AI.20HBK21CP103,Unit #2 - Side-B furnace middle pressure,KPa,Unit 2
1342,KALTIM2.SIGNAL.AI.20HBK21CP105,Unit #2 - Side-B furnace bed pressure 1,KPa,Unit 2
1343,KALTIM2.SIGNAL.AI.20HBK21CP106,Unit #2 - Side-B furnace bed pressure 2,KPa,Unit 2
1344,KALTIM2.SIGNAL.AI.20HBK21CP107,Unit #2 - Side-B furnace bed pressure 3,KPa,Unit 2
1345,KALTIM2.SIGNAL.AI.20HBK21CP108,Unit #2 - Side-B furnace air chamber inlet duct pressure,KPa,Unit 2
1346,KALTIM2.SIGNAL.AI.20LBA02CP101,Unit #2 - Side-B HT superheater outlet pipe steam pressure,MPa,Unit 2
1347,KALTIM2.SIGNAL.AI.20LAE22AA101XQ12,Unit #2 - Side-B primary desuperheater water control valve position feedba,%,Unit 2
1348,KALTIM2.SIGNAL.AI.20LAE22CF101DP,Unit #2 - Side-B primary desuperheater water flow,Pa,Unit 2
1349,KALTIM2.SIGNAL.AI.20LAE24AA101XQ12,Unit #2 - Side-B secondary desuperheater water control valve position feed,%,Unit 2
1350,KALTIM2.SIGNAL.AI.20LAE24CF101DP,Unit #2 - Side-B secondary desuperheater water flow,Pa,Unit 2
1351,KALTIM2.SIGNAL.AI.20HLA10CP102,Unit #2 - Air preheater primary air inlet pressure,KPa,Unit 2
1352,KALTIM2.SIGNAL.AI.20HHL01CP102,Unit #2 - Air preheater primary air differencial pressure,KPa,Unit 2
1353,KALTIM2.SIGNAL.AI.20HHL01CP101,Unit #2 - Air preheater primary air outlet pressure,KPa,Unit 2
1354,KALTIM2.SIGNAL.AI.20HFE10AA101XQ12,Unit #2 - A coal spreading booster fan inlet control damper position feedb,%,Unit 2
1355,KALTIM2.SIGNAL.AI.20HFE10AN001XQ01,Unit #2 - A coal spreading booster fan current,A,Unit 2
1356,KALTIM2.SIGNAL.AI.20HFE10CP101,Unit #2 - A coal spreading booster fan outlet pressure,KPa,Unit 2
1357,KALTIM2.SIGNAL.AI.20HFE30CP101,Unit #2 - Coal spreading air main pipe pressure,KPa,Unit 2
1358,KALTIM2.SIGNAL.AI.20HLB10AA101XQ12,Unit #2 - A primary air fan inlet control valve position feedback,%,Unit 2
1359,KALTIM2.SIGNAL.AI.20HLB10AN001XQ01,Unit #2 - A primary air fan current,A,Unit 2
1360,KALTIM2.SIGNAL.AI.20HLB10CY101,Unit #2 - A primary air fan front bearing vibration,mm/s,Unit 2
1361,KALTIM2.SIGNAL.AI.20HLB10CY102,Unit #2 - A primary air fan rear bearing vibration,mm/s,Unit 2
1362,KALTIM2.SIGNAL.AI.20HLA10CP101,Unit #2 - A primary air fan outlet pressure,KPa,Unit 2
1363,KALTIM2.SIGNAL.AI.20HDF52CP102,Unit #2 - Side-A U valve chamber air pressure 1,KPa,Unit 2
1364,KALTIM2.SIGNAL.AI.20HDF52CP103,Unit #2 - Side-A U valve chamber air pressure 2,KPa,Unit 2
1365,KALTIM2.SIGNAL.AI.20HHL02CF101DP,Unit #2 - A air duct ignitor inlet hot primary air flow,Pa,Unit 2
1366,KALTIM2.SIGNAL.AI.20HHL02AA101XQ12,Unit #2 - A air duct ignitor inlet motor-driven control damper 1 position ,%,Unit 2
1367,KALTIM2.SIGNAL.AI.20HHL02AA102XQ12,Unit #2 - A air duct ignitor inlet motor-driven control damper 2 position ,%,Unit 2
1368,KALTIM2.SIGNAL.AI.20HHL02AA103XQ12,Unit #2 - A air duct ignitor inlet motor-driven control damper 3 position ,%,Unit 2
1369,KALTIM2.SIGNAL.AI.20HHL02CP101,Unit #2 - Furnace air chamber pressure 1,KPa,Unit 2
